Hand,RAISE 25,FOLD,RAISE 25 EV,FOLD EV
8c4d,0,100,-2.4966955,0
8c5d,100,0,1.5783453,0
8c6d,100,0,11.3451362,0
8c7d,100,0,24.2766976,0
8c2h,0,100,-16.2677526,0
8c3h,0,100,-11.7273998,0
8c4h,0,100,-2.4966955,0
8c5h,100,0,1.5783453,0
8c6h,100,0,11.3451362,0
8c7h,100,0,24.2766976,0
8c2s,0,100,-16.2677526,0
8c3s,0,100,-11.7273998,0
8c4s,0,100,-2.4966955,0
8c5s,100,0,1.5783453,0
8c6s,100,0,11.3451362,0
8c7s,100,0,24.2766976,0
9c2c,100,0,7.2461081,0.0000048
9c3c,100,0,15.3858733,0.0000048
9c4c,100,0,11.763463,0.0000048
9c5c,100,0,23.2224441,0.0000048
9c6c,100,0,27.6114297,0.0000048
9c7c,100,0,61.4054704,0.0000048
9c8c,100,0,89.4087434,0.0000048
9c2d,0,100,-8.6536169,0
9c3d,0,100,-6.2004328,0
9c4d,0,100,-3.6339474,0
9c5d,75.4226089,24.5773911,0.0674963,0
9c6d,100,0,11.5646458,0
9c7d,100,0,26.7367792,0
9c8d,100,0,33.3230102,0
9c2h,0,100,-8.6536169,0
9c3h,0,100,-6.2004328,0
9c4h,0,100,-3.6339474,0
9c5h,75.4226089,24.5773911,0.0674963,0
9c6h,100,0,11.5646458,0
9c7h,100,0,26.7367792,0
9c8h,100,0,33.3230102,0
9c2s,0,100,-8.6536169,0
9c3s,0,100,-6.2004328,0
9c4s,0,100,-3.6339474,0
9c5s,75.4226089,24.5773911,0.0674963,0
9c6s,100,0,11.5646458,0
9c7s,100,0,26.7367792,0
9c8s,100,0,33.3230102,0
Tc2c,99.999994,0.00000596,12.6827502,0.0000048
Tc3c,100,0,15.8758068,0.0000048
Tc4c,100,0,19.1339397,0.0000048
Tc5c,100,0,22.2952318,0.0000048
Tc6c,100,0,37.3945642,0.0000048
Tc7c,100,0,51.4119458,0.0000048
Tc8c,100,0,91.0653734,0.0000048
Tc9c,100,0,101.022296,0.0000048
Tc2d,0,100,-6.3606215,0
Tc3d,0,100,-3.5437059,0
Tc4d,1.08284568,98.9171565,-0.3397512,0
Tc5d,76.2265742,23.7734258,0.0879765,0
Tc6d,100,0,10.1408935,0
Tc7d,100,0,21.0210586,0
Tc8d,100,0,30.4837716,0
Tc9d,100,0,41.9179261,0
Tc2h,0,100,-6.3606215,0
Tc3h,0,100,-3.5437059,0
Tc4h,1.08284568,98.9171565,-0.3397512,0
Tc5h,76.2265742,23.7734258,0.0879765,0
Tc6h,100,0,10.1408935,0
Tc7h,100,0,21.0210586,0
Tc8h,100,0,30.4837716,0
Tc9h,100,0,41.9179261,0
Tc2s,0,100,-6.3606215,0
Tc3s,0,100,-3.5437059,0
Tc4s,1.08284568,98.9171565,-0.3397512,0
Tc5s,76.2265742,23.7734258,0.0879765,0
Tc6s,100,0,10.1408935,0
Tc7s,100,0,21.0210586,0
Tc8s,100,0,30.4837716,0
Tc9s,100,0,41.9179261,0
Jc2c,100,0,17.3147202,0.0000048
Jc3c,100,0,20.2272224,0.0000048
Jc4c,100,0,27.8223991,0.0000048
Jc5c,100,0,26.0518622,0.0000048
Jc6c,100,0,28.0001521,0.0000048
Jc7c,100,0,47.6372272,0.0000048
Jc8c,100,0,75.384419,0.0000048
Jc9c,100,0,97.9088593,0.0000048
JcTc,100,0,147.910767,0.0000048
Jc2d,0,100,-5.2354908,0
Jc3d,0,100,-1.8531704,0
Jc4d,0,100,-0.8107471,0
Jc5d,100,0,1.632514,0
Jc6d,100,0,5.417676,0
Jc7d,100,0,18.1936717,0
Jc8d,100,0,28.6573625,0
Jc9d,100,0,44.9714953,0
JcTd,100,0,66.920023,0
Jc2h,0,100,-5.2354908,0
Jc3h,0,100,-1.8531704,0
Jc4h,0,100,-0.8107471,0
Jc5h,100,0,1.632514,0
Jc6h,100,0,5.417676,0
Jc7h,100,0,18.1936717,0
Jc8h,100,0,28.6573625,0
Jc9h,100,0,44.9714953,0
JcTh,100,0,66.920023,0
Jc2s,0,100,-5.2354908,0
Jc3s,0,100,-1.8531704,0
Jc4s,0,100,-0.8107471,0
Jc5s,100,0,1.632514,0
Jc6s,100,0,5.417676,0
Jc7s,100,0,18.1936717,0
Jc8s,100,0,28.6573625,0
Jc9s,100,0,44.9714953,0
JcTs,100,0,66.920023,0
Qc2c,100,0,23.5239983,0.0000048
Qc3c,100,0,27.2516918,0.0000048
Qc4c,100,0,28.3367372,0.0000048
Qc5c,100,0,45.0670105,0.0000048
Qc6c,100,0,47.4316865,0.0000048
Qc7c,100,0,53.0733955,0.0000048
Qc8c,100,0,74.8429036,0.0000048
Qc9c,100,0,118.531294,0.0000048
QcTc,100,0,146.848507,0.0000048
QcJc,100,0,164.686995,0.0000048
Qc2d,0,100,-1.3078928,0
Qc3d,98.5820651,1.41793489,0.2059841,0
Qc4d,99.999994,0.00000596,4.446888,0
Qc5d,99.999994,0.00000596,8.5895872,0
Qc6d,100,0,13.100369,0
Qc7d,99.999994,0.00000596,17.1466327,0
Qc8d,100,0,29.8328304,0
Qc9d,100,0,55.1941592,0
QcTd,100,0,68.8056481,0
QcJd,100,0,89.8802614,0
Qc2h,0,100,-1.3078928,0
Qc3h,98.5820651,1.41793489,0.2059841,0
Qc4h,99.999994,0.00000596,4.446888,0
Qc5h,99.999994,0.00000596,8.5895872,0
Qc6h,100,0,13.100369,0
Qc7h,99.999994,0.00000596,17.1466327,0
Qc8h,100,0,29.8328304,0
Qc9h,100,0,55.1941592,0
QcTh,100,0,68.8056481,0
QcJh,100,0,89.8802614,0
Qc2s,0,100,-1.3078928,0
Qc3s,98.5820651,1.41793489,0.2059841,0
Qc4s,99.999994,0.00000596,4.446888,0
Qc5s,99.999994,0.00000596,8.5895872,0
Qc6s,100,0,13.100369,0
Qc7s,99.999994,0.00000596,17.1466327,0
Qc8s,100,0,29.8328304,0
Qc9s,100,0,55.1941592,0
QcTs,100,0,68.8056481,0
QcJs,100,0,89.8802614,0
Kc2c,100,0,50.6286212,0.0000048
Kc3c,100,0,50.0003189,0.0000048
Kc4c,100,0,49.0977021,0.0000048
Kc5c,100,0,68.8898706,0.0000048
Kc6c,100,0,68.7997496,0.0000048
Kc7c,100,0,76.8880868,0.0000048
Kc8c,100,0,91.5304995,0.0000048
Kc9c,100,0,121.155839,0.0000048
KcTc,100,0,162.558756,0.0000048
KcJc,100,0,178.450289,0.0000048
KcQc,100,0,212.652416,0.0000048
Kc2d,100,0,6.7620468,0
Kc3d,100,0,9.1522121,0
Kc4d,100,0,13.5990024,0
Kc5d,100,0,18.4599137,0
Kc6d,100,0,24.2774296,0
Kc7d,100,0,31.2295592,0
Kc8d,100,0,37.9404497,0
Kc9d,100,0,51.4651492,0
KcTd,100,0,91.2890005,0
KcJd,100,0,105.868988,0
KcQd,100,0,135.586453,0
Kc2h,100,0,6.7620468,0
Kc3h,100,0,9.1522121,0
Kc4h,100,0,13.5990024,0
Kc5h,100,0,18.4599137,0
Kc6h,100,0,24.2774296,0
Kc7h,100,0,31.2295592,0
Kc8h,100,0,37.9404497,0
Kc9h,100,0,51.4651492,0
KcTh,100,0,91.2890005,0
KcJh,100,0,105.868988,0
KcQh,100,0,135.586453,0
Kc2s,100,0,6.7620468,0
Kc3s,100,0,9.1522121,0
Kc4s,100,0,13.5990024,0
Kc5s,100,0,18.4599137,0
Kc6s,100,0,24.2774296,0
Kc7s,100,0,31.2295592,0
Kc8s,100,0,37.9404497,0
Kc9s,100,0,51.4651492,0
KcTs,100,0,91.2890005,0
KcJs,100,0,105.868988,0
KcQs,100,0,135.586453,0
Ac2c,100,0,90.0056267,0.0000048
Ac3c,100,0,97.0072651,0.0000048
Ac4c,100,0,108.271341,0.0000048
Ac5c,100,0,118.108072,0.0000048
Ac6c,100,0,96.7691088,0.0000048
Ac7c,100,0,108.810148,0.0000048
Ac8c,100,0,139.447374,0.0000048
Ac9c,100,0,150.698786,0.0000048
AcTc,100,0,202.472553,0.0000048
AcJc,100,0,237.122326,0.0000048
AcQc,100,0,298.843155,0.0000048
AcKc,100,0,385.97641,0.0000048
Ac2d,100,0,27.9819989,0
Ac3d,100,0,32.0459235,0
Ac4d,100,0,41.0421675,0
Ac5d,100,0,40.6097412,0
Ac6d,100,0,42.128768,0
Ac7d,100,0,49.9869978,0
Ac8d,100,0,62.438637,0
Ac9d,100,0,91.04527,0
AcTd,100,0,125.327683,0
AcJd,100,0,159.433012,0
AcQd,100,0,227.796307,0
AcKd,100,0,313.515625,0
Ac2h,100,0,27.9819989,0
Ac3h,100,0,32.0459235,0
Ac4h,100,0,41.0421675,0
Ac5h,100,0,40.6097412,0
Ac6h,100,0,42.128768,0
Ac7h,100,0,49.9869978,0
Ac8h,100,0,62.438637,0
Ac9h,100,0,91.04527,0
AcTh,100,0,125.327683,0
AcJh,100,0,159.433012,0
AcQh,100,0,227.796307,0
AcKh,100,0,313.515625,0
Ac2s,100,0,27.9819989,0
Ac3s,100,0,32.0459235,0
Ac4s,100,0,41.0421675,0
Ac5s,100,0,40.6097412,0
Ac6s,100,0,42.128768,0
Ac7s,100,0,49.9869978,0
Ac8s,100,0,62.438637,0
Ac9s,100,0,91.04527,0
AcTs,100,0,125.327683,0
AcJs,100,0,159.433012,0
AcQs,100,0,227.796307,0
AcKs,100,0,313.515625,0
2d2c,100,0,80.0838351,0
3d2c,0,100,-18.9145327,0
3d3c,100,0,97.4195051,0
3d2d,100,0,0.7369232,0.0000048
3d2h,0,100,-18.9145327,0
3d2s,0,100,-18.9145327,0
4d2c,0,100,-11.5747452,0
4d3c,0,100,-1.7203093,0
4d4c,100,0,108.578177,0
4d2d,100,0,7.9003429,0.0000048
4d3d,100,0,22.4423981,0.0000048
4d2h,0,100,-11.5747452,0
4d3h,0,100,-1.7203093,0
4d2s,0,100,-11.5747452,0
4d3s,0,100,-1.7203093,0
5d2c,0,100,-10.710845,0
5d3c,0,100,-5.2754688,0
5d4c,100,0,5.0082779,0
5d5c,100,0,129.878259,0
5d2d,100,0,8.3467579,0.0000048
5d3d,100,0,33.9534032,0.0000048
5d4d,100,0,55.2704853,0.0000048
5d2h,0,100,-10.710845,0
5d3h,0,100,-5.2754688,0
5d4h,100,0,5.0082779,0
5d2s,0,100,-10.710845,0
5d3s,0,100,-5.2754688,0
5d4s,100,0,5.0082779,0
6d2c,0,100,-17.0900393,0
6d3c,0,100,-9.022665,0
6d4c,46.2152719,53.7847281,0.0396538,0
6d5c,100,0,3.659277,0
6d6c,100,0,171.725197,0
6d2d,100,0,7.2420406,0.0000048
6d3d,100,0,12.3481297,0.0000048
6d4d,99.999994,0.00000596,23.6764121,0.0000048
6d5d,100,0,46.8215364,0.0000048
6d2h,0,100,-17.0900393,0
6d3h,0,100,-9.022665,0
6d4h,46.2152719,53.7847281,0.0396538,0
6d5h,100,0,3.659277,0
6d2s,0,100,-17.0900393,0
6d3s,0,100,-9.022665,0
6d4s,46.2152719,53.7847281,0.0396538,0
6d5s,100,0,3.659277,0
7d2c,0,100,-21.5890312,0
7d3c,0,100,-9.9151564,0
7d4c,80.7609081,19.2390919,0.0933743,0
7d5c,100,0,4.485898,0
7d6c,99.999994,0.00000596,13.6278796,0
7d7c,100,0,192.264624,0
7d2d,99.999994,0.00000596,1.5828657,0.0000048
7d3d,100,0,7.7762127,0.0000048
7d4d,100,0,24.7612572,0.0000048
7d5d,100,0,30.3674364,0.0000048
7d6d,100,0,57.3662221,0.0000048
7d2h,0,100,-21.5890312,0
7d3h,0,100,-9.9151564,0
7d4h,80.7609081,19.2390919,0.0933743,0
7d5h,100,0,4.485898,0
7d6h,99.999994,0.00000596,13.6278796,0
7d2s,0,100,-21.5890312,0
7d3s,0,100,-9.9151564,0
7d4s,80.7609081,19.2390919,0.0933743,0
7d5s,100,0,4.485898,0
7d6s,99.999994,0.00000596,13.6278796,0
8d2c,0,100,-16.2677526,0
8d3c,0,100,-11.7273998,0
8d4c,0,100,-2.4966955,0
8d5c,100,0,1.5783453,0
8d6c,100,0,11.3451362,0
8d7c,100,0,24.2766976,0
8d8c,100,0,244.958706,0
8d2d,100,0,1.5906382,0.0000048
8d3d,100,0,4.8544073,0.0000048
8d4d,100,0,17.7656627,0.0000048
8d5d,100,0,20.9818053,0.0000048
8d6d,100,0,44.9828368,0.0000048
8d7d,100,0,78.305583,0.0000048
8d2h,0,100,-16.2677526,0
8d3h,0,100,-11.7273998,0
8d4h,0,100,-2.4966955,0
8d5h,100,0,1.5783453,0
8d6h,100,0,11.3451362,0
8d7h,100,0,24.2766976,0
8d2s,0,100,-16.2677526,0
8d3s,0,100,-11.7273998,0
8d4s,0,100,-2.4966955,0
8d5s,100,0,1.5783453,0
8d6s,100,0,11.3451362,0
8d7s,100,0,24.2766976,0
9d2c,0,100,-8.6536169,0
9d3c,0,100,-6.2004328,0
9d4c,0,100,-3.6339474,0
9d5c,75.4226089,24.5773911,0.0674963,0
9d6c,100,0,11.5646458,0
9d7c,100,0,26.7367792,0
9d8c,100,0,33.3230102,0
9d9c,100,0,304.656162,0
9d2d,100,0,7.2461081,0.0000048
9d3d,100,0,15.3858733,0.0000048
9d4d,100,0,11.763463,0.0000048
9d5d,100,0,23.2224441,0.0000048
9d6d,100,0,27.6114297,0.0000048
9d7d,100,0,61.4054704,0.0000048
9d8d,100,0,89.4087434,0.0000048
9d2h,0,100,-8.6536169,0
9d3h,0,100,-6.2004328,0
9d4h,0,100,-3.6339474,0
9d5h,75.4226089,24.5773911,0.0674963,0
9d6h,100,0,11.5646458,0
9d7h,100,0,26.7367792,0
9d8h,100,0,33.3230102,0
9d2s,0,100,-8.6536169,0
9d3s,0,100,-6.2004328,0
9d4s,0,100,-3.6339474,0
9d5s,75.4226089,24.5773911,0.0674963,0
9d6s,100,0,11.5646458,0
9d7s,100,0,26.7367792,0
9d8s,100,0,33.3230102,0
Td2c,0,100,-6.3606215,0
Td3c,0,100,-3.5437059,0
Td4c,1.08284568,98.9171565,-0.3397512,0
Td5c,76.2265742,23.7734258,0.0879765,0
Td6c,100,0,10.1408935,0
Td7c,100,0,21.0210586,0
Td8c,100,0,30.4837716,0
Td9c,100,0,41.9179261,0
TdTc,100,0,403.643112,0
Td2d,99.999994,0.00000596,12.6827502,0.0000048
Td3d,100,0,15.8758068,0.0000048
Td4d,100,0,19.1339397,0.0000048
Td5d,100,0,22.2952318,0.0000048
Td6d,100,0,37.3945642,0.0000048
Td7d,100,0,51.4119458,0.0000048
Td8d,100,0,91.0653734,0.0000048
Td9d,100,0,101.022296,0.0000048
Td2h,0,100,-6.3606215,0
Td3h,0,100,-3.5437059,0
Td4h,1.08284568,98.9171565,-0.3397512,0
Td5h,76.2265742,23.7734258,0.0879765,0
Td6h,100,0,10.1408935,0
Td7h,100,0,21.0210586,0
Td8h,100,0,30.4837716,0
Td9h,100,0,41.9179261,0
Td2s,0,100,-6.3606215,0
Td3s,0,100,-3.5437059,0
Td4s,1.08284568,98.9171565,-0.3397512,0
Td5s,76.2265742,23.7734258,0.0879765,0
Td6s,100,0,10.1408935,0
Td7s,100,0,21.0210586,0
Td8s,100,0,30.4837716,0
Td9s,100,0,41.9179261,0
Jd2c,0,100,-5.2354908,0
Jd3c,0,100,-1.8531704,0
Jd4c,0,100,-0.8107471,0
Jd5c,100,0,1.632514,0
Jd6c,100,0,5.417676,0
Jd7c,100,0,18.1936717,0
Jd8c,100,0,28.6573625,0
Jd9c,100,0,44.9714953,0
JdTc,100,0,66.920023,0
JdJc,100,0,498.546791,0
Jd2d,100,0,17.3147202,0.0000048
Jd3d,100,0,20.2272224,0.0000048
Jd4d,100,0,27.8223991,0.0000048
Jd5d,100,0,26.0518622,0.0000048
Jd6d,100,0,28.0001521,0.0000048
Jd7d,100,0,47.6372272,0.0000048
Jd8d,100,0,75.384419,0.0000048
Jd9d,100,0,97.9088593,0.0000048
JdTd,100,0,147.910767,0.0000048
Jd2h,0,100,-5.2354908,0
Jd3h,0,100,-1.8531704,0
Jd4h,0,100,-0.8107471,0
Jd5h,100,0,1.632514,0
Jd6h,100,0,5.417676,0
Jd7h,100,0,18.1936717,0
Jd8h,100,0,28.6573625,0
Jd9h,100,0,44.9714953,0
JdTh,100,0,66.920023,0
Jd2s,0,100,-5.2354908,0
Jd3s,0,100,-1.8531704,0
Jd4s,0,100,-0.8107471,0
Jd5s,100,0,1.632514,0
Jd6s,100,0,5.417676,0
Jd7s,100,0,18.1936717,0
Jd8s,100,0,28.6573625,0
Jd9s,100,0,44.9714953,0
JdTs,100,0,66.920023,0
Qd2c,0,100,-1.3078928,0
Qd3c,98.5820651,1.41793489,0.2059841,0
Qd4c,99.999994,0.00000596,4.446888,0
Qd5c,99.999994,0.00000596,8.5895872,0
Qd6c,100,0,13.100369,0
Qd7c,99.999994,0.00000596,17.1466327,0
Qd8c,100,0,29.8328304,0
Qd9c,100,0,55.1941592,0
QdTc,100,0,68.8056481,0
QdJc,100,0,89.8802614,0
QdQc,100,0,608.624229,0
Qd2d,100,0,23.5239983,0.0000048
Qd3d,100,0,27.2516918,0.0000048
Qd4d,100,0,28.3367372,0.0000048
Qd5d,100,0,45.0670105,0.0000048
Qd6d,100,0,47.4316865,0.0000048
Qd7d,100,0,53.0733955,0.0000048
Qd8d,100,0,74.8429036,0.0000048
Qd9d,100,0,118.531294,0.0000048
QdTd,100,0,146.848507,0.0000048
QdJd,100,0,164.686995,0.0000048
Qd2h,0,100,-1.3078928,0
Qd3h,98.5820651,1.41793489,0.2059841,0
Qd4h,99.999994,0.00000596,4.446888,0
Qd5h,99.999994,0.00000596,8.5895872,0
Qd6h,100,0,13.100369,0
Qd7h,99.999994,0.00000596,17.1466327,0
Qd8h,100,0,29.8328304,0
Qd9h,100,0,55.1941592,0
QdTh,100,0,68.8056481,0
QdJh,100,0,89.8802614,0
Qd2s,0,100,-1.3078928,0
Qd3s,98.5820651,1.41793489,0.2059841,0
Qd4s,99.999994,0.00000596,4.446888,0
Qd5s,99.999994,0.00000596,8.5895872,0
Qd6s,100,0,13.100369,0
Qd7s,99.999994,0.00000596,17.1466327,0
Qd8s,100,0,29.8328304,0
Qd9s,100,0,55.1941592,0
QdTs,100,0,68.8056481,0
QdJs,100,0,89.8802614,0
Kd2c,100,0,6.7620468,0
Kd3c,100,0,9.1522121,0
Kd4c,100,0,13.5990024,0
Kd5c,100,0,18.4599137,0
Kd6c,100,0,24.2774296,0
Kd7c,100,0,31.2295592,0
Kd8c,100,0,37.9404497,0
Kd9c,100,0,51.4651492,0
KdTc,100,0,91.2890005,0
KdJc,100,0,105.868988,0
KdQc,100,0,135.586453,0
KdKc,100,0,749.78241,0
Kd2d,100,0,50.6286212,0.0000048
Kd3d,100,0,50.0003189,0.0000048
Kd4d,100,0,49.0977021,0.0000048
Kd5d,100,0,68.8898706,0.0000048
Kd6d,100,0,68.7997496,0.0000048
Kd7d,100,0,76.8880868,0.0000048
Kd8d,100,0,91.5304995,0.0000048
Kd9d,100,0,121.155839,0.0000048
KdTd,100,0,162.558756,0.0000048
KdJd,100,0,178.450289,0.0000048
KdQd,100,0,212.652416,0.0000048
Kd2h,100,0,6.7620468,0
Kd3h,100,0,9.1522121,0
Kd4h,100,0,13.5990024,0
Kd5h,100,0,18.4599137,0
Kd6h,100,0,24.2774296,0
Kd7h,100,0,31.2295592,0
Kd8h,100,0,37.9404497,0
Kd9h,100,0,51.4651492,0
KdTh,100,0,91.2890005,0
KdJh,100,0,105.868988,0
KdQh,100,0,135.586453,0
Kd2s,100,0,6.7620468,0
Kd3s,100,0,9.1522121,0
Kd4s,100,0,13.5990024,0
Kd5s,100,0,18.4599137,0
Kd6s,100,0,24.2774296,0
Kd7s,100,0,31.2295592,0
Kd8s,100,0,37.9404497,0
Kd9s,100,0,51.4651492,0
KdTs,100,0,91.2890005,0
KdJs,100,0,105.868988,0
KdQs,100,0,135.586453,0
Ad2c,100,0,27.9819989,0
Ad3c,100,0,32.0459235,0
Ad4c,100,0,41.0421675,0
Ad5c,100,0,40.6097412,0
Ad6c,100,0,42.128768,0
Ad7c,100,0,49.9869978,0
Ad8c,100,0,62.438637,0
Ad9c,100,0,91.04527,0
AdTc,100,0,125.327683,0
AdJc,100,0,159.433012,0
AdQc,100,0,227.796307,0
AdKc,100,0,313.515625,0
AdAc,100,0,896.275864,0
Ad2d,100,0,90.0056267,0.0000048
Ad3d,100,0,97.0072651,0.0000048
Ad4d,100,0,108.271341,0.0000048
Ad5d,100,0,118.108072,0.0000048
Ad6d,100,0,96.7691088,0.0000048
Ad7d,100,0,108.810148,0.0000048
Ad8d,100,0,139.447374,0.0000048
Ad9d,100,0,150.698786,0.0000048
AdTd,100,0,202.472553,0.0000048
AdJd,100,0,237.122326,0.0000048
AdQd,100,0,298.843155,0.0000048
AdKd,100,0,385.97641,0.0000048
Ad2h,100,0,27.9819989,0
Ad3h,100,0,32.0459235,0
Ad4h,100,0,41.0421675,0
Ad5h,100,0,40.6097412,0
Ad6h,100,0,42.128768,0
Ad7h,100,0,49.9869978,0
Ad8h,100,0,62.438637,0
Ad9h,100,0,91.04527,0
AdTh,100,0,125.327683,0
AdJh,100,0,159.433012,0
AdQh,100,0,227.796307,0
AdKh,100,0,313.515625,0
Ad2s,100,0,27.9819989,0
Ad3s,100,0,32.0459235,0
Ad4s,100,0,41.0421675,0
Ad5s,100,0,40.6097412,0
Ad6s,100,0,42.128768,0
Ad7s,100,0,49.9869978,0
Ad8s,100,0,62.438637,0
Ad9s,100,0,91.04527,0
AdTs,100,0,125.327683,0
AdJs,100,0,159.433012,0
AdQs,100,0,227.796307,0
AdKs,100,0,313.515625,0
2h2c,100,0,80.0838351,0
2h2d,100,0,80.0838351,0
3h2c,0,100,-18.9145327,0
3h3c,100,0,97.4195051,0
3h2d,0,100,-18.9145327,0
3h3d,100,0,97.4195051,0
3h2h,100,0,0.7369232,0.0000048
3h2s,0,100,-18.9145327,0
4h2c,0,100,-11.5747452,0
4h3c,0,100,-1.7203093,0
4h4c,100,0,108.578177,0
4h2d,0,100,-11.5747452,0
4h3d,0,100,-1.7203093,0
4h4d,100,0,108.578177,0
4h2h,100,0,7.9003429,0.0000048
4h3h,100,0,22.4423981,0.0000048
4h2s,0,100,-11.5747452,0
4h3s,0,100,-1.7203093,0
5h2c,0,100,-10.710845,0
5h3c,0,100,-5.2754688,0
5h4c,100,0,5.0082779,0
5h5c,100,0,129.878259,0
5h2d,0,100,-10.710845,0
5h3d,0,100,-5.2754688,0
5h4d,100,0,5.0082779,0
5h5d,100,0,129.878259,0
5h2h,100,0,8.3467579,0.0000048
5h3h,100,0,33.9534032,0.0000048
5h4h,100,0,55.2704853,0.0000048
5h2s,0,100,-10.710845,0
5h3s,0,100,-5.2754688,0
5h4s,100,0,5.0082779,0
6h2c,0,100,-17.0900393,0
6h3c,0,100,-9.022665,0
6h4c,46.2152719,53.7847281,0.0396538,0
6h5c,100,0,3.659277,0
6h6c,100,0,171.725197,0
6h2d,0,100,-17.0900393,0
6h3d,0,100,-9.022665,0
6h4d,46.2152719,53.7847281,0.0396538,0
6h5d,100,0,3.659277,0
6h6d,100,0,171.725197,0
6h2h,100,0,7.2420406,0.0000048
6h3h,100,0,12.3481297,0.0000048
6h4h,99.999994,0.00000596,23.6764121,0.0000048
6h5h,100,0,46.8215364,0.0000048
6h2s,0,100,-17.0900393,0
6h3s,0,100,-9.022665,0
6h4s,46.2152719,53.7847281,0.0396538,0
6h5s,100,0,3.659277,0
7h2c,0,100,-21.5890312,0
7h3c,0,100,-9.9151564,0
7h4c,80.7609081,19.2390919,0.0933743,0
7h5c,100,0,4.485898,0
7h6c,99.999994,0.00000596,13.6278796,0
7h7c,100,0,192.264624,0
7h2d,0,100,-21.5890312,0
7h3d,0,100,-9.9151564,0
7h4d,80.7609081,19.2390919,0.0933743,0
7h5d,100,0,4.485898,0
7h6d,99.999994,0.00000596,13.6278796,0
7h7d,100,0,192.264624,0
7h2h,99.999994,0.00000596,1.5828657,0.0000048
7h3h,100,0,7.7762127,0.0000048
7h4h,100,0,24.7612572,0.0000048
7h5h,100,0,30.3674364,0.0000048
7h6h,100,0,57.3662221,0.0000048
7h2s,0,100,-21.5890312,0
7h3s,0,100,-9.9151564,0
7h4s,80.7609081,19.2390919,0.0933743,0
7h5s,100,0,4.485898,0
7h6s,99.999994,0.00000596,13.6278796,0
8h2c,0,100,-16.2677526,0
8h3c,0,100,-11.7273998,0
8h4c,0,100,-2.4966955,0
8h5c,100,0,1.5783453,0
8h6c,100,0,11.3451362,0
8h7c,100,0,24.2766976,0
8h8c,100,0,244.958706,0
8h2d,0,100,-16.2677526,0
8h3d,0,100,-11.7273998,0
8h4d,0,100,-2.4966955,0
8h5d,100,0,1.5783453,0
8h6d,100,0,11.3451362,0
8h7d,100,0,24.2766976,0
8h8d,100,0,244.958706,0
8h2h,100,0,1.5906382,0.0000048
8h3h,100,0,4.8544073,0.0000048
8h4h,100,0,17.7656627,0.0000048
8h5h,100,0,20.9818053,0.0000048
8h6h,100,0,44.9828368,0.0000048
