Hand,RAISE 25,FOLD,RAISE 25 EV,FOLD EV
Tc5d,100,0,1.320653,0
Tc6d,100,0,13.1469321,0
Tc7d,100,0,25.3632855,0
Tc8d,100,0,36.124264,0
Tc9d,100,0,46.6016898,0
Tc2h,0,100,-4.5969248,0
Tc3h,0,100,-1.5536499,0
Tc4h,37.8795564,62.1204436,-0.0341654,0
Tc5h,100,0,1.320653,0
Tc6h,100,0,13.1469321,0
Tc7h,100,0,25.3632855,0
Tc8h,100,0,36.124264,0
Tc9h,100,0,46.6016898,0
Tc2s,0,100,-4.5969248,0
Tc3s,0,100,-1.5536499,0
Tc4s,37.8795564,62.1204436,-0.0341654,0
Tc5s,100,0,1.320653,0
Tc6s,100,0,13.1469321,0
Tc7s,100,0,25.3632855,0
Tc8s,100,0,36.124264,0
Tc9s,100,0,46.6016898,0
Jc2c,100,0,22.3910666,0.0000048
Jc3c,100,0,25.6494164,0.0000048
Jc4c,100,0,36.2802804,0.0000048
Jc5c,100,0,32.3661029,0.0000048
Jc6c,100,0,33.6350274,0.0000048
Jc7c,100,0,55.1565141,0.0000048
Jc8c,100,0,80.4598546,0.0000048
Jc9c,100,0,102.417641,0.0000048
JcTc,100,0,155.595961,0.0000048
Jc2d,0,100,-3.3464813,0
Jc3d,12.2696549,87.7303481,-0.0611115,0
Jc4d,31.6211253,68.3788776,-0.0472164,0
Jc5d,100,0,3.6027431,0
Jc6d,100,0,8.0610609,0
Jc7d,100,0,22.3037148,0
Jc8d,100,0,34.0689337,0
Jc9d,100,0,50.3182241,0
JcTd,100,0,77.704699,0
Jc2h,0,100,-3.3464813,0
Jc3h,12.2696549,87.7303481,-0.0611115,0
Jc4h,31.6211253,68.3788776,-0.0472164,0
Jc5h,100,0,3.6027431,0
Jc6h,100,0,8.0610609,0
Jc7h,100,0,22.3037148,0
Jc8h,100,0,34.0689337,0
Jc9h,100,0,50.3182241,0
JcTh,100,0,77.704699,0
Jc2s,0,100,-3.3464813,0
Jc3s,12.2696549,87.7303481,-0.0611115,0
Jc4s,31.6211253,68.3788776,-0.0472164,0
Jc5s,100,0,3.6027431,0
Jc6s,100,0,8.0610609,0
Jc7s,100,0,22.3037148,0
Jc8s,100,0,34.0689337,0
Jc9s,100,0,50.3182241,0
JcTs,100,0,77.704699,0
Qc2c,100,0,29.0907383,0.0000048
Qc3c,100,0,32.5474203,0.0000048
Qc4c,100,0,33.9017284,0.0000048
Qc5c,100,0,50.9914929,0.0000048
Qc6c,100,0,49.292986,0.0000048
Qc7c,100,0,56.3147342,0.0000048
Qc8c,100,0,72.7242374,0.0000048
Qc9c,100,0,119.705973,0.0000048
QcTc,100,0,147.846928,0.0000048
QcJc,100,0,164.998493,0.0000048
Qc2d,47.995767,52.00423,-0.0041962,0
Qc3d,100,0,2.5017309,0
Qc4d,100,0,6.551137,0
Qc5d,100,0,11.2346649,0
Qc6d,100,0,16.7485762,0
Qc7d,100,0,20.4138899,0
Qc8d,100,0,35.0295711,0
Qc9d,100,0,55.7921183,0
QcTd,100,0,72.1659517,0
QcJd,100,0,94.2587328,0
Qc2h,47.995767,52.00423,-0.0041962,0
Qc3h,100,0,2.5017309,0
Qc4h,100,0,6.551137,0
Qc5h,100,0,11.2346649,0
Qc6h,100,0,16.7485762,0
Qc7h,100,0,20.4138899,0
Qc8h,100,0,35.0295711,0
Qc9h,100,0,55.7921183,0
QcTh,100,0,72.1659517,0
QcJh,100,0,94.2587328,0
Qc2s,47.995767,52.00423,-0.0041962,0
Qc3s,100,0,2.5017309,0
Qc4s,100,0,6.551137,0
Qc5s,100,0,11.2346649,0
Qc6s,100,0,16.7485762,0
Qc7s,100,0,20.4138899,0
Qc8s,100,0,35.0295711,0
Qc9s,100,0,55.7921183,0
QcTs,100,0,72.1659517,0
QcJs,100,0,94.2587328,0
Kc2c,100,0,62.1550214,0.0000048
Kc3c,100,0,62.7080059,0.0000048
Kc4c,100,0,62.3481202,0.0000048
Kc5c,100,0,81.8537688,0.0000048
Kc6c,100,0,81.4662218,0.0000048
Kc7c,100,0,86.2487578,0.0000048
Kc8c,100,0,97.9848814,0.0000048
Kc9c,100,0,126.402202,0.0000048
KcTc,100,0,173.684368,0.0000048
KcJc,100,0,183.649158,0.0000048
KcQc,100,0,209.462986,0.0000048
Kc2d,100,0,10.936799,0
Kc3d,100,0,13.2705545,0
Kc4d,100,0,17.3677063,0
Kc5d,100,0,22.8489518,0
Kc6d,100,0,29.1850972,0
Kc7d,100,0,36.5236783,0
Kc8d,100,0,43.9684689,0
Kc9d,100,0,57.8272152,0
KcTd,100,0,105.242262,0
KcJd,100,0,114.862099,0
KcQd,100,0,134.652948,0
Kc2h,100,0,10.936799,0
Kc3h,100,0,13.2705545,0
Kc4h,100,0,17.3677063,0
Kc5h,100,0,22.8489518,0
Kc6h,100,0,29.1850972,0
Kc7h,100,0,36.5236783,0
Kc8h,100,0,43.9684689,0
Kc9h,100,0,57.8272152,0
KcTh,100,0,105.242262,0
KcJh,100,0,114.862099,0
KcQh,100,0,134.652948,0
Kc2s,100,0,10.936799,0
Kc3s,100,0,13.2705545,0
Kc4s,100,0,17.3677063,0
Kc5s,100,0,22.8489518,0
Kc6s,100,0,29.1850972,0
Kc7s,100,0,36.5236783,0
Kc8s,100,0,43.9684689,0
Kc9s,100,0,57.8272152,0
KcTs,100,0,105.242262,0
KcJs,100,0,114.862099,0
KcQs,100,0,134.652948,0
Ac2c,100,0,101.351528,0.0000048
Ac3c,100,0,107.54684,0.0000048
Ac4c,100,0,119.356284,0.0000048
Ac5c,100,0,126.146689,0.0000048
Ac6c,100,0,106.065421,0.0000048
Ac7c,100,0,113.93364,0.0000048
Ac8c,100,0,140.890055,0.0000048
Ac9c,100,0,145.933723,0.0000048
AcTc,100,0,195.11466,0.0000048
AcJc,100,0,224.415989,0.0000048
AcQc,100,0,275.431595,0.0000048
AcKc,100,0,366.771603,0.0000048
Ac2d,100,0,32.794255,0
Ac3d,100,0,37.0609784,0
Ac4d,100,0,45.5938017,0
Ac5d,100,0,45.9395984,0
Ac6d,100,0,46.7880046,0
Ac7d,100,0,55.2740961,0
Ac8d,100,0,62.9181099,0
Ac9d,100,0,86.951685,0
AcTd,100,0,118.609567,0
AcJd,100,0,147.535372,0
AcQd,100,0,200.702047,0
AcKd,100,0,270.186176,0
Ac2h,100,0,32.794255,0
Ac3h,100,0,37.0609784,0
Ac4h,100,0,45.5938017,0
Ac5h,100,0,45.9395984,0
Ac6h,100,0,46.7880046,0
Ac7h,100,0,55.2740961,0
Ac8h,100,0,62.9181099,0
Ac9h,100,0,86.951685,0
AcTh,100,0,118.609567,0
AcJh,100,0,147.535372,0
AcQh,100,0,200.702047,0
AcKh,100,0,270.186176,0
Ac2s,100,0,32.794255,0
Ac3s,100,0,37.0609784,0
Ac4s,100,0,45.5938017,0
Ac5s,100,0,45.9395984,0
Ac6s,100,0,46.7880046,0
Ac7s,100,0,55.2740961,0
Ac8s,100,0,62.9181099,0
Ac9s,100,0,86.951685,0
AcTs,100,0,118.609567,0
AcJs,100,0,147.535372,0
AcQs,100,0,200.702047,0
AcKs,100,0,270.186176,0
2d2c,100,0,104.518828,0
3d2c,0,100,-17.2296095,0
3d3c,100,0,123.283143,0
3d2d,100,0,5.5048609,0.0000048
3d2h,0,100,-17.2296095,0
3d2s,0,100,-17.2296095,0
4d2c,0,100,-10.1711464,0
4d3c,23.4400973,76.5599012,-0.0240612,0
4d4c,100,0,125.797749,0
4d2d,100,0,12.4679184,0.0000048
4d3d,100,0,36.2730885,0.0000048
4d2h,0,100,-10.1711464,0
4d3h,23.4400973,76.5599012,-0.0240612,0
4d2s,0,100,-10.1711464,0
4d3s,23.4400973,76.5599012,-0.0240612,0
5d2c,0,100,-8.6385822,0
5d3c,0,100,-2.7834654,0
5d4c,100,0,8.0410433,0
5d5c,100,0,152.464962,0
5d2d,100,0,15.2961969,0.0000048
5d3d,100,0,42.6378918,0.0000048
5d4d,100,0,66.5151095,0.0000048
5d2h,0,100,-8.6385822,0
5d3h,0,100,-2.7834654,0
5d4h,100,0,8.0410433,0
5d2s,0,100,-8.6385822,0
5d3s,0,100,-2.7834654,0
5d4s,100,0,8.0410433,0
6d2c,0,100,-15.8876133,0
6d3c,0,100,-6.9142818,0
6d4c,98.6682713,1.3317287,0.4986572,0
6d5c,100,0,7.0571089,0
6d6c,100,0,186.495037,0
6d2d,100,0,12.1940303,0.0000048
6d3d,100,0,17.936573,0.0000048
6d4d,100,0,32.5282884,0.0000048
6d5d,100,0,54.6812484,0.0000048
6d2h,0,100,-15.8876133,0
6d3h,0,100,-6.9142818,0
6d4h,98.6682713,1.3317287,0.4986572,0
6d5h,100,0,7.0571089,0
6d2s,0,100,-15.8876133,0
6d3s,0,100,-6.9142818,0
6d4s,98.6682713,1.3317287,0.4986572,0
6d5s,100,0,7.0571089,0
7d2c,0,100,-21.3801718,0
7d3c,0,100,-8.5582399,0
7d4c,100,0,1.2950754,0
7d5c,99.999994,0.00000596,7.182045,0
7d6c,100,0,18.0028725,0
7d7c,100,0,197.192965,0
7d2d,100,0,5.1390696,0.0000048
7d3d,100,0,11.8623209,0.0000048
7d4d,100,0,33.6835313,0.0000048
7d5d,100,0,43.3471936,0.0000048
7d6d,100,0,70.1549244,0.0000048
7d2h,0,100,-21.3801718,0
7d3h,0,100,-8.5582399,0
7d4h,100,0,1.2950754,0
7d5h,99.999994,0.00000596,7.182045,0
7d6h,100,0,18.0028725,0
7d2s,0,100,-21.3801718,0
7d3s,0,100,-8.5582399,0
7d4s,100,0,1.2950754,0
7d5s,99.999994,0.00000596,7.182045,0
7d6s,100,0,18.0028725,0
8d2c,0,100,-15.0594521,0
8d3c,0,100,-10.3639698,0
8d4c,0,100,-0.9100628,0
8d5c,100,0,4.0627909,0
8d6c,99.999994,0.00000596,15.3148031,0
8d7c,100,0,29.7772932,0
8d8c,100,0,237.159786,0
8d2d,99.999994,0.00000596,5.2692795,0.0000048
8d3d,100,0,8.7048483,0.0000048
8d4d,100,0,22.1220398,0.0000048
8d5d,100,0,29.790144,0.0000048
8d6d,100,0,55.061506,0.0000048
8d7d,100,0,84.4607377,0.0000048
8d2h,0,100,-15.0594521,0
8d3h,0,100,-10.3639698,0
8d4h,0,100,-0.9100628,0
8d5h,100,0,4.0627909,0
8d6h,99.999994,0.00000596,15.3148031,0
8d7h,100,0,29.7772932,0
8d2s,0,100,-15.0594521,0
8d3s,0,100,-10.3639698,0
8d4s,0,100,-0.9100628,0
8d5s,100,0,4.0627909,0
8d6s,99.999994,0.00000596,15.3148031,0
8d7s,100,0,29.7772932,0
9d2c,0,100,-8.0436468,0
9d3c,0,100,-5.4942989,0
9d4c,0,100,-3.6274338,0
9d5c,100,0,0.8039761,0
9d6c,100,0,13.9722848,0
9d7c,100,0,31.0731065,0
9d8c,100,0,38.4286177,0
9d9c,100,0,281.41819,0
9d2d,100,0,10.1497793,0.0000048
9d3d,100,0,19.1977739,0.0000048
9d4d,100,0,13.9756846,0.0000048
9d5d,100,0,26.708858,0.0000048
9d6d,100,0,34.2164671,0.0000048
9d7d,100,0,67.5120819,0.0000048
9d8d,100,0,95.8068275,0.0000048
9d2h,0,100,-8.0436468,0
9d3h,0,100,-5.4942989,0
9d4h,0,100,-3.6274338,0
9d5h,100,0,0.8039761,0
9d6h,100,0,13.9722848,0
9d7h,100,0,31.0731065,0
9d8h,100,0,38.4286177,0
9d2s,0,100,-8.0436468,0
9d3s,0,100,-5.4942989,0
9d4s,0,100,-3.6274338,0
9d5s,100,0,0.8039761,0
9d6s,100,0,13.9722848,0
9d7s,100,0,31.0731065,0
9d8s,100,0,38.4286177,0
Td2c,0,100,-4.5969248,0
Td3c,0,100,-1.5536499,0
Td4c,37.8795564,62.1204436,-0.0341654,0
Td5c,100,0,1.320653,0
Td6c,100,0,13.1469321,0
Td7c,100,0,25.3632855,0
Td8c,100,0,36.124264,0
Td9c,100,0,46.6016898,0
TdTc,100,0,372.181091,0
Td2d,100,0,17.1569991,0.0000048
Td3d,100,0,20.845089,0.0000048
Td4d,100,0,22.5657606,0.0000048
Td5d,100,0,26.586802,0.0000048
Td6d,100,0,43.1625855,0.0000048
Td7d,100,0,58.8128567,0.0000048
Td8d,100,0,97.4684095,0.0000048
Td9d,100,0,105.589519,0.0000048
Td2h,0,100,-4.5969248,0
Td3h,0,100,-1.5536499,0
Td4h,37.8795564,62.1204436,-0.0341654,0
Td5h,100,0,1.320653,0
Td6h,100,0,13.1469321,0
Td7h,100,0,25.3632855,0
Td8h,100,0,36.124264,0
Td9h,100,0,46.6016898,0
Td2s,0,100,-4.5969248,0
Td3s,0,100,-1.5536499,0
Td4s,37.8795564,62.1204436,-0.0341654,0
Td5s,100,0,1.320653,0
Td6s,100,0,13.1469321,0
Td7s,100,0,25.3632855,0
Td8s,100,0,36.124264,0
Td9s,100,0,46.6016898,0
Jd2c,0,100,-3.3464813,0
Jd3c,12.2696549,87.7303481,-0.0611115,0
Jd4c,31.6211253,68.3788776,-0.0472164,0
Jd5c,100,0,3.6027431,0
Jd6c,100,0,8.0610609,0
Jd7c,100,0,22.3037148,0
Jd8c,100,0,34.0689337,0
Jd9c,100,0,50.3182241,0
JdTc,100,0,77.704699,0
JdJc,100,0,477.268753,0
Jd2d,100,0,22.3910666,0.0000048
Jd3d,100,0,25.6494164,0.0000048
Jd4d,100,0,36.2802804,0.0000048
Jd5d,100,0,32.3661029,0.0000048
Jd6d,100,0,33.6350274,0.0000048
Jd7d,100,0,55.1565141,0.0000048
Jd8d,100,0,80.4598546,0.0000048
Jd9d,100,0,102.417641,0.0000048
JdTd,100,0,155.595961,0.0000048
Jd2h,0,100,-3.3464813,0
Jd3h,12.2696549,87.7303481,-0.0611115,0
Jd4h,31.6211253,68.3788776,-0.0472164,0
Jd5h,100,0,3.6027431,0
Jd6h,100,0,8.0610609,0
Jd7h,100,0,22.3037148,0
Jd8h,100,0,34.0689337,0
Jd9h,100,0,50.3182241,0
JdTh,100,0,77.704699,0
Jd2s,0,100,-3.3464813,0
Jd3s,12.2696549,87.7303481,-0.0611115,0
Jd4s,31.6211253,68.3788776,-0.0472164,0
Jd5s,100,0,3.6027431,0
Jd6s,100,0,8.0610609,0
Jd7s,100,0,22.3037148,0
Jd8s,100,0,34.0689337,0
Jd9s,100,0,50.3182241,0
JdTs,100,0,77.704699,0
Qd2c,47.995767,52.00423,-0.0041962,0
Qd3c,100,0,2.5017309,0
Qd4c,100,0,6.551137,0
Qd5c,100,0,11.2346649,0
Qd6c,100,0,16.7485762,0
Qd7c,100,0,20.4138899,0
Qd8c,100,0,35.0295711,0
Qd9c,100,0,55.7921183,0
QdTc,100,0,72.1659517,0
QdJc,100,0,94.2587328,0
QdQc,100,0,616.053734,0
Qd2d,100,0,29.0907383,0.0000048
Qd3d,100,0,32.5474203,0.0000048
Qd4d,100,0,33.9017284,0.0000048
Qd5d,100,0,50.9914929,0.0000048
Qd6d,100,0,49.292986,0.0000048
Qd7d,100,0,56.3147342,0.0000048
Qd8d,100,0,72.7242374,0.0000048
Qd9d,100,0,119.705973,0.0000048
QdTd,100,0,147.846928,0.0000048
QdJd,100,0,164.998493,0.0000048
Qd2h,47.995767,52.00423,-0.0041962,0
Qd3h,100,0,2.5017309,0
Qd4h,100,0,6.551137,0
Qd5h,100,0,11.2346649,0
Qd6h,100,0,16.7485762,0
Qd7h,100,0,20.4138899,0
Qd8h,100,0,35.0295711,0
Qd9h,100,0,55.7921183,0
QdTh,100,0,72.1659517,0
QdJh,100,0,94.2587328,0
Qd2s,47.995767,52.00423,-0.0041962,0
Qd3s,100,0,2.5017309,0
Qd4s,100,0,6.551137,0
Qd5s,100,0,11.2346649,0
Qd6s,100,0,16.7485762,0
Qd7s,100,0,20.4138899,0
Qd8s,100,0,35.0295711,0
Qd9s,100,0,55.7921183,0
QdTs,100,0,72.1659517,0
QdJs,100,0,94.2587328,0
Kd2c,100,0,10.936799,0
Kd3c,100,0,13.2705545,0
Kd4c,100,0,17.3677063,0
Kd5c,100,0,22.8489518,0
Kd6c,100,0,29.1850972,0
Kd7c,100,0,36.5236783,0
Kd8c,100,0,43.9684689,0
Kd9c,100,0,57.8272152,0
KdTc,100,0,105.242262,0
KdJc,100,0,114.862099,0
KdQc,100,0,134.652948,0
KdKc,100,0,801.188278,0
Kd2d,100,0,62.1550214,0.0000048
Kd3d,100,0,62.7080059,0.0000048
Kd4d,100,0,62.3481202,0.0000048
Kd5d,100,0,81.8537688,0.0000048
Kd6d,100,0,81.4662218,0.0000048
Kd7d,100,0,86.2487578,0.0000048
Kd8d,100,0,97.9848814,0.0000048
Kd9d,100,0,126.402202,0.0000048
KdTd,100,0,173.684368,0.0000048
KdJd,100,0,183.649158,0.0000048
KdQd,100,0,209.462986,0.0000048
Kd2h,100,0,10.936799,0
Kd3h,100,0,13.2705545,0
Kd4h,100,0,17.3677063,0
Kd5h,100,0,22.8489518,0
Kd6h,100,0,29.1850972,0
Kd7h,100,0,36.5236783,0
Kd8h,100,0,43.9684689,0
Kd9h,100,0,57.8272152,0
KdTh,100,0,105.242262,0
KdJh,100,0,114.862099,0
KdQh,100,0,134.652948,0
Kd2s,100,0,10.936799,0
Kd3s,100,0,13.2705545,0
Kd4s,100,0,17.3677063,0
Kd5s,100,0,22.8489518,0
Kd6s,100,0,29.1850972,0
Kd7s,100,0,36.5236783,0
Kd8s,100,0,43.9684689,0
Kd9s,100,0,57.8272152,0
KdTs,100,0,105.242262,0
KdJs,100,0,114.862099,0
KdQs,100,0,134.652948,0
Ad2c,100,0,32.794255,0
Ad3c,100,0,37.0609784,0
Ad4c,100,0,45.5938017,0
Ad5c,100,0,45.9395984,0
Ad6c,100,0,46.7880046,0
Ad7c,100,0,55.2740961,0
Ad8c,100,0,62.9181099,0
Ad9c,100,0,86.951685,0
AdTc,100,0,118.609567,0
AdJc,100,0,147.535372,0
AdQc,100,0,200.702047,0
AdKc,100,0,270.186176,0
AdAc,100,0,986.38031,0
Ad2d,100,0,101.351528,0.0000048
Ad3d,100,0,107.54684,0.0000048
Ad4d,100,0,119.356284,0.0000048
Ad5d,100,0,126.146689,0.0000048
Ad6d,100,0,106.065421,0.0000048
Ad7d,100,0,113.93364,0.0000048
Ad8d,100,0,140.890055,0.0000048
Ad9d,100,0,145.933723,0.0000048
AdTd,100,0,195.11466,0.0000048
AdJd,100,0,224.415989,0.0000048
AdQd,100,0,275.431595,0.0000048
AdKd,100,0,366.771603,0.0000048
Ad2h,100,0,32.794255,0
Ad3h,100,0,37.0609784,0
Ad4h,100,0,45.5938017,0
Ad5h,100,0,45.9395984,0
Ad6h,100,0,46.7880046,0
Ad7h,100,0,55.2740961,0
Ad8h,100,0,62.9181099,0
Ad9h,100,0,86.951685,0
AdTh,100,0,118.609567,0
AdJh,100,0,147.535372,0
AdQh,100,0,200.702047,0
AdKh,100,0,270.186176,0
Ad2s,100,0,32.794255,0
Ad3s,100,0,37.0609784,0
Ad4s,100,0,45.5938017,0
Ad5s,100,0,45.9395984,0
Ad6s,100,0,46.7880046,0
Ad7s,100,0,55.2740961,0
Ad8s,100,0,62.9181099,0
Ad9s,100,0,86.951685,0
AdTs,100,0,118.609567,0
AdJs,100,0,147.535372,0
AdQs,100,0,200.702047,0
AdKs,100,0,270.186176,0
2h2c,100,0,104.518828,0
2h2d,100,0,104.518828,0
3h2c,0,100,-17.2296095,0
3h3c,100,0,123.283143,0
3h2d,0,100,-17.2296095,0
3h3d,100,0,123.283143,0
3h2h,100,0,5.5048609,0.0000048
3h2s,0,100,-17.2296095,0
4h2c,0,100,-10.1711464,0
4h3c,23.4400973,76.5599012,-0.0240612,0
4h4c,100,0,125.797749,0
4h2d,0,100,-10.1711464,0
4h3d,23.4400973,76.5599012,-0.0240612,0
4h4d,100,0,125.797749,0
4h2h,100,0,12.4679184,0.0000048
4h3h,100,0,36.2730885,0.0000048
4h2s,0,100,-10.1711464,0
4h3s,23.4400973,76.5599012,-0.0240612,0
5h2c,0,100,-8.6385822,0
5h3c,0,100,-2.7834654,0
5h4c,100,0,8.0410433,0
5h5c,100,0,152.464962,0
5h2d,0,100,-8.6385822,0
5h3d,0,100,-2.7834654,0
5h4d,100,0,8.0410433,0
5h5d,100,0,152.464962,0
5h2h,100,0,15.2961969,0.0000048
5h3h,100,0,42.6378918,0.0000048
5h4h,100,0,66.5151095,0.0000048
5h2s,0,100,-8.6385822,0
5h3s,0,100,-2.7834654,0
5h4s,100,0,8.0410433,0
6h2c,0,100,-15.8876133,0
6h3c,0,100,-6.9142818,0
6h4c,98.6682713,1.3317287,0.4986572,0
6h5c,100,0,7.0571089,0
6h6c,100,0,186.495037,0
6h2d,0,100,-15.8876133,0
6h3d,0,100,-6.9142818,0
6h4d,98.6682713,1.3317287,0.4986572,0
6h5d,100,0,7.0571089,0
6h6d,100,0,186.495037,0
6h2h,100,0,12.1940303,0.0000048
6h3h,100,0,17.936573,0.0000048
6h4h,100,0,32.5282884,0.0000048
6h5h,100,0,54.6812484,0.0000048
6h2s,0,100,-15.8876133,0
6h3s,0,100,-6.9142818,0
6h4s,98.6682713,1.3317287,0.4986572,0
6h5s,100,0,7.0571089,0
7h2c,0,100,-21.3801718,0
7h3c,0,100,-8.5582399,0
7h4c,100,0,1.2950754,0
7h5c,99.999994,0.00000596,7.182045,0
7h6c,100,0,18.0028725,0
7h7c,100,0,197.192965,0
7h2d,0,100,-21.3801718,0
7h3d,0,100,-8.5582399,0
7h4d,100,0,1.2950754,0
7h5d,99.999994,0.00000596,7.182045,0
7h6d,100,0,18.0028725,0
7h7d,100,0,197.192965,0
7h2h,100,0,5.1390696,0.0000048
7h3h,100,0,11.8623209,0.0000048
7h4h,100,0,33.6835313,0.0000048
7h5h,100,0,43.3471936,0.0000048
7h6h,100,0,70.1549244,0.0000048
7h2s,0,100,-21.3801718,0
7h3s,0,100,-8.5582399,0
7h4s,100,0,1.2950754,0
7h5s,99.999994,0.00000596,7.182045,0
7h6s,100,0,18.0028725,0
8h2c,0,100,-15.0594521,0
8h3c,0,100,-10.3639698,0
8h4c,0,100,-0.9100628,0
8h5c,100,0,4.0627909,0
8h6c,99.999994,0.00000596,15.3148031,0
8h7c,100,0,29.7772932,0
8h8c,100,0,237.159786,0
8h2d,0,100,-15.0594521,0
8h3d,0,100,-10.3639698,0
8h4d,0,100,-0.9100628,0
8h5d,100,0,4.0627909,0
8h6d,99.999994,0.00000596,15.3148031,0
8h7d,100,0,29.7772932,0
8h8d,100,0,237.159786,0
8h2h,99.999994,0.00000596,5.2692795,0.0000048
8h3h,100,0,8.7048483,0.0000048
8h4h,100,0,22.1220398,0.0000048
8h5h,100,0,29.790144,0.0000048
8h6h,100,0,55.061506,0.0000048
8h7h,100,0,84.4607377,0.0000048
8h2s,0,100,-15.0594521,0
8h3s,0,100,-10.3639698,0
8h4s,0,100,-0.9100628,0
8h5s,100,0,4.0627909,0
8h6s,99.999994,0.00000596,15.3148031,0
