Hand,RAISE 25,FOLD,RAISE 25 EV,FOLD EV
8h2c,0,100,-15.4783487,0
8h3c,0,100,-10.8738708,0
8h4c,0,100,-1.5542746,0
8h5c,100,0,2.6969719,0
8h6c,99.999994,0.00000596,13.4356475,0
8h7c,100,0,27.1990442,0
8h8c,100,0,235.125961,0
8h2d,0,100,-15.4783487,0
8h3d,0,100,-10.8738708,0
8h4d,0,100,-1.5542746,0
8h5d,100,0,2.6969719,0
8h6d,99.999994,0.00000596,13.4356475,0
8h7d,100,0,27.1990442,0
8h8d,100,0,235.125961,0
8h2h,100,0,3.6322212,0.0000048
8h3h,99.999994,0.00000596,7.0043087,0.0000048
8h4h,100,0,20.1307797,0.0000048
8h5h,100,0,25.3734231,0.0000048
8h6h,100,0,50.2055187,0.0000048
8h7h,100,0,81.7946434,0.0000048
8h2s,0,100,-15.4783487,0
8h3s,0,100,-10.8738708,0
8h4s,0,100,-1.5542746,0
8h5s,100,0,2.6969719,0
8h6s,99.999994,0.00000596,13.4356475,0
8h7s,100,0,27.1990442,0
9h2c,0,100,-8.2277679,0
9h3c,0,100,-5.7227278,0
9h4c,0,100,-3.6865044,0
9h5c,94.4932938,5.50670624,0.1127768,0
9h6c,100,0,12.6843858,0
9h7c,100,0,28.975234,0
9h8c,100,0,36.3129175,0
9h9c,100,0,283.99229,0
9h2d,0,100,-8.2277679,0
9h3d,0,100,-5.7227278,0
9h4d,0,100,-3.6865044,0
9h5d,94.4932938,5.50670624,0.1127768,0
9h6d,100,0,12.6843858,0
9h7d,100,0,28.975234,0
9h8d,100,0,36.3129175,0
9h9d,100,0,283.99229,0
9h2h,100,0,8.8905048,0.0000048
9h3h,100,0,17.533915,0.0000048
9h4h,100,0,12.9721856,0.0000048
9h5h,100,0,24.9430752,0.0000048
9h6h,100,0,31.5664208,0.0000048
9h7h,100,0,64.9889183,0.0000048
9h8h,100,0,93.3234406,0.0000048
9h2s,0,100,-8.2277679,0
9h3s,0,100,-5.7227278,0
9h4s,0,100,-3.6865044,0
9h5s,94.4932938,5.50670624,0.1127768,0
9h6s,100,0,12.6843858,0
9h7s,100,0,28.975234,0
9h8s,100,0,36.3129175,0
Th2c,0,100,-5.0505924,0
Th3c,0,100,-2.1456671,0
Th4c,21.0858837,78.9141178,-0.0494719,0
Th5c,98.8170683,1.18293166,0.594306,0
Th6c,99.999994,0.00000596,11.8027735,0
Th7c,100,0,23.3962512,0
Th8c,100,0,33.8298595,0
Th9c,100,0,44.7888827,0
ThTc,100,0,382.783241,0
Th2d,0,100,-5.0505924,0
Th3d,0,100,-2.1456671,0
Th4d,21.0858837,78.9141178,-0.0494719,0
Th5d,98.8170683,1.18293166,0.594306,0
Th6d,99.999994,0.00000596,11.8027735,0
Th7d,100,0,23.3962512,0
Th8d,100,0,33.8298595,0
Th9d,100,0,44.7888827,0
ThTd,100,0,382.783241,0
Th2h,100,0,15.4364562,0.0000048
Th3h,100,0,18.9479041,0.0000048
Th4h,100,0,21.2650132,0.0000048
Th5h,100,0,24.5857501,0.0000048
Th6h,100,0,41.5995169,0.0000048
Th7h,100,0,55.9206891,0.0000048
Th8h,100,0,95.3556585,0.0000048
Th9h,100,0,104.240646,0.0000048
Th2s,0,100,-5.0505924,0
Th3s,0,100,-2.1456671,0
Th4s,21.0858837,78.9141178,-0.0494719,0
Th5s,98.8170683,1.18293166,0.594306,0
Th6s,99.999994,0.00000596,11.8027735,0
Th7s,100,0,23.3962512,0
Th8s,100,0,33.8298595,0
Th9s,100,0,44.7888827,0
Jh2c,0,100,-3.7485075,0
Jh3c,0.37150399,99.6284962,-0.318656,0
Jh4c,11.4860639,88.5139346,-0.0607634,0
Jh5c,100,0,2.6877689,0
Jh6c,100,0,6.9427204,0
Jh7c,100,0,20.5190372,0
Jh8c,100,0,31.952256,0
Jh9c,100,0,48.3059064,0
JhTc,100,0,73.3754444,0
JhJc,100,0,488.269463,0
Jh2d,0,100,-3.7485075,0
Jh3d,0.37150399,99.6284962,-0.318656,0
Jh4d,11.4860639,88.5139346,-0.0607634,0
Jh5d,100,0,2.6877689,0
Jh6d,100,0,6.9427204,0
Jh7d,100,0,20.5190372,0
Jh8d,100,0,31.952256,0
Jh9d,100,0,48.3059064,0
JhTd,100,0,73.3754444,0
JhJd,100,0,488.269463,0
Jh2h,100,0,20.4616356,0.0000048
Jh3h,100,0,23.6317468,0.0000048
Jh4h,100,0,33.4741592,0.0000048
Jh5h,100,0,29.2851734,0.0000048
Jh6h,100,0,31.2454796,0.0000048
Jh7h,100,0,52.0715928,0.0000048
Jh8h,100,0,77.1896887,0.0000048
Jh9h,100,0,101.090593,0.0000048
JhTh,100,0,152.555208,0.0000048
Jh2s,0,100,-3.7485075,0
Jh3s,0.37150399,99.6284962,-0.318656,0
Jh4s,11.4860639,88.5139346,-0.0607634,0
Jh5s,100,0,2.6877689,0
Jh6s,100,0,6.9427204,0
Jh7s,100,0,20.5190372,0
Jh8s,100,0,31.952256,0
Jh9s,100,0,48.3059064,0
JhTs,100,0,73.3754444,0
Qh2c,12.1086821,87.8913164,-0.0786591,0
Qh3c,99.999994,0.00000596,1.5897751,0
Qh4c,100,0,5.5783033,0
Qh5c,100,0,9.8330021,0
Qh6c,100,0,15.0339007,0
Qh7c,100,0,18.8354254,0
Qh8c,100,0,32.896378,0
Qh9c,100,0,56.2942916,0
QhTc,100,0,71.4529276,0
QhJc,100,0,92.2445822,0
QhQc,100,0,615.208626,0
Qh2d,12.1086821,87.8913164,-0.0786591,0
Qh3d,99.999994,0.00000596,1.5897751,0
Qh4d,100,0,5.5783033,0
Qh5d,100,0,9.8330021,0
Qh6d,100,0,15.0339007,0
Qh7d,100,0,18.8354254,0
Qh8d,100,0,32.896378,0
Qh9d,100,0,56.2942916,0
QhTd,100,0,71.4529276,0
QhJd,100,0,92.2445822,0
QhQd,100,0,615.208626,0
Qh2h,100,0,27.0188379,0.0000048
Qh3h,100,0,30.8124411,0.0000048
Qh4h,100,0,31.5589237,0.0000048
Qh5h,100,0,48.2169257,0.0000048
Qh6h,100,0,48.3783835,0.0000048
Qh7h,100,0,55.2222633,0.0000048
Qh8h,100,0,72.4615836,0.0000048
Qh9h,100,0,120.25754,0.0000048
QhTh,100,0,147.89835,0.0000048
QhJh,100,0,164.721956,0.0000048
Qh2s,12.1086821,87.8913164,-0.0786591,0
Qh3s,99.999994,0.00000596,1.5897751,0
Qh4s,100,0,5.5783033,0
Qh5s,100,0,9.8330021,0
Qh6s,100,0,15.0339007,0
Qh7s,100,0,18.8354254,0
Qh8s,100,0,32.896378,0
Qh9s,100,0,56.2942916,0
QhTs,100,0,71.4529276,0
QhJs,100,0,92.2445822,0
Kh2c,100,0,9.2347574,0
Kh3c,99.999994,0.00000596,11.5338945,0
Kh4c,100,0,15.6758857,0
Kh5c,100,0,20.6822562,0
Kh6c,100,0,26.9053364,0
Kh7c,100,0,34.1876149,0
Kh8c,100,0,41.5479529,0
Kh9c,100,0,55.1921731,0
KhTc,100,0,101.163774,0
KhJc,100,0,111.513472,0
KhQc,100,0,135.866699,0
KhKc,100,0,783.069305,0
Kh2d,100,0,9.2347574,0
Kh3d,99.999994,0.00000596,11.5338945,0
Kh4d,100,0,15.6758857,0
Kh5d,100,0,20.6822562,0
Kh6d,100,0,26.9053364,0
Kh7d,100,0,34.1876149,0
Kh8d,100,0,41.5479529,0
Kh9d,100,0,55.1921731,0
KhTd,100,0,101.163774,0
KhJd,100,0,111.513472,0
KhQd,100,0,135.866699,0
KhKd,100,0,783.069305,0
Kh2h,100,0,58.0079091,0.0000048
Kh3h,100,0,58.3625686,0.0000048
Kh4h,100,0,57.9023802,0.0000048
Kh5h,100,0,76.7812276,0.0000048
Kh6h,100,0,76.8670321,0.0000048
Kh7h,100,0,82.2467709,0.0000048
Kh8h,100,0,95.3733921,0.0000048
Kh9h,100,0,124.839664,0.0000048
KhTh,100,0,170.835466,0.0000048
KhJh,100,0,182.027235,0.0000048
KhQh,100,0,212.349358,0.0000048
Kh2s,100,0,9.2347574,0
Kh3s,99.999994,0.00000596,11.5338945,0
Kh4s,100,0,15.6758857,0
Kh5s,100,0,20.6822562,0
Kh6s,100,0,26.9053364,0
Kh7s,100,0,34.1876149,0
Kh8s,100,0,41.5479529,0
Kh9s,100,0,55.1921731,0
KhTs,100,0,101.163774,0
KhJs,100,0,111.513472,0
KhQs,100,0,135.866699,0
Ah2c,100,0,30.6112719,0
Ah3c,100,0,34.7717214,0
Ah4c,100,0,43.3472258,0
Ah5c,100,0,43.297739,0
Ah6c,100,0,44.4116098,0
Ah7c,100,0,52.6742464,0
Ah8c,100,0,61.0257816,0
Ah9c,100,0,88.6548138,0
AhTc,100,0,121.189671,0
AhJc,100,0,150.950537,0
AhQc,100,0,211.046829,0
AhKc,100,0,292.33448,0
AhAc,100,0,949.772568,0
Ah2d,100,0,30.6112719,0
Ah3d,100,0,34.7717214,0
Ah4d,100,0,43.3472258,0
Ah5d,100,0,43.297739,0
Ah6d,100,0,44.4116098,0
Ah7d,100,0,52.6742464,0
Ah8d,100,0,61.0257816,0
Ah9d,100,0,88.6548138,0
AhTd,100,0,121.189671,0
AhJd,100,0,150.950537,0
AhQd,100,0,211.046829,0
AhKd,100,0,292.33448,0
AhAd,100,0,949.772568,0
Ah2h,100,0,96.8466377,0.0000048
Ah3h,100,0,103.418431,0.0000048
Ah4h,100,0,115.712361,0.0000048
Ah5h,100,0,122.120481,0.0000048
Ah6h,100,0,101.515956,0.0000048
Ah7h,100,0,111.454372,0.0000048
Ah8h,100,0,138.963785,0.0000048
Ah9h,100,0,148.155994,0.0000048
AhTh,100,0,198.318415,0.0000048
AhJh,100,0,228.885117,0.0000048
AhQh,100,0,286.34161,0.0000048
AhKh,100,0,377.553444,0.0000048
Ah2s,100,0,30.6112719,0
Ah3s,100,0,34.7717214,0
Ah4s,100,0,43.3472258,0
Ah5s,100,0,43.297739,0
Ah6s,100,0,44.4116098,0
Ah7s,100,0,52.6742464,0
Ah8s,100,0,61.0257816,0
Ah9s,100,0,88.6548138,0
AhTs,100,0,121.189671,0
AhJs,100,0,150.950537,0
AhQs,100,0,211.046829,0
AhKs,100,0,292.33448,0
2s2c,100,0,94.2143059,0
2s2d,100,0,94.2143059,0
2s2h,100,0,94.2143059,0
3s2c,0,100,-17.8090668,0
3s3c,100,0,112.506981,0
3s2d,0,100,-17.8090668,0
3s3d,100,0,112.506981,0
3s2h,0,100,-17.8090668,0
3s3h,100,0,112.506981,0
3s2s,99.999994,0.00000596,3.4709883,0.0000048
4s2c,0,100,-10.8360195,0
4s3c,3.77680808,96.2231934,-0.095706,0
4s4c,100,0,116.691814,0
4s2d,0,100,-10.8360195,0
4s3d,3.77680808,96.2231934,-0.095706,0
4s4d,100,0,116.691814,0
4s2h,0,100,-10.8360195,0
4s3h,3.77680808,96.2231934,-0.095706,0
4s4h,100,0,116.691814,0
4s2s,99.999994,0.00000596,10.3489828,0.0000048
4s3s,100,0,31.5053093,0.0000048
5s2c,0,100,-9.584837,0
5s3c,0,100,-3.8917017,0
5s4c,99.999994,0.00000596,6.4130449,0
5s5c,100,0,140.479145,0
5s2d,0,100,-9.584837,0
5s3d,0,100,-3.8917017,0
5s4d,99.999994,0.00000596,6.4130449,0
5s5d,100,0,140.479145,0
5s2h,0,100,-9.584837,0
5s3h,0,100,-3.8917017,0
5s4h,99.999994,0.00000596,6.4130449,0
5s5h,100,0,140.479145,0
5s2s,100,0,11.244514,0.0000048
5s3s,100,0,39.4167256,0.0000048
5s4s,100,0,62.169795,0.0000048
6s2c,0,100,-16.4447641,0
6s3c,0,100,-7.7772093,0
6s4c,78.395015,21.604985,0.0302935,0
6s5c,100,0,5.2257156,0
6s6c,100,0,177.576189,0
6s2d,0,100,-16.4447641,0
6s3d,0,100,-7.7772093,0
6s4d,78.395015,21.604985,0.0302935,0
6s5d,100,0,5.2257156,0
6s6d,100,0,177.576189,0
6s2h,0,100,-16.4447641,0
6s3h,0,100,-7.7772093,0
6s4h,78.395015,21.604985,0.0302935,0
6s5h,100,0,5.2257156,0
6s6h,100,0,177.576189,0
6s2s,99.999994,0.00000596,9.8524475,0.0000048
6s3s,100,0,15.3222775,0.0000048
6s4s,100,0,29.2826939,0.0000048
6s5s,100,0,50.727926,0.0000048
7s2c,0,100,-21.4783955,0
7s3c,0,100,-9.1960192,0
7s4c,99.1724968,0.8275032,0.2228022,0
7s5c,100,0,5.596981,0
7s6c,100,0,15.6919479,0
7s7c,100,0,190.673513,0
7s2d,0,100,-21.4783955,0
7s3d,0,100,-9.1960192,0
7s4d,99.1724968,0.8275032,0.2228022,0
7s5d,100,0,5.596981,0
7s6d,100,0,15.6919479,0
7s7d,100,0,190.673513,0
7s2h,0,100,-21.4783955,0
7s3h,0,100,-9.1960192,0
7s4h,99.1724968,0.8275032,0.2228022,0
7s5h,100,0,5.596981,0
7s6h,100,0,15.6919479,0
7s7h,100,0,190.673513,0
7s2s,100,0,3.408041,0.0000048
7s3s,100,0,9.9354267,0.0000048
7s4s,100,0,30.1366365,0.0000048
7s5s,100,0,38.2743394,0.0000048
7s6s,100,0,64.6696675,0.0000048
8s2c,0,100,-15.4783487,0
8s3c,0,100,-10.8738708,0
8s4c,0,100,-1.5542746,0
8s5c,100,0,2.6969719,0
8s6c,99.999994,0.00000596,13.4356475,0
8s7c,100,0,27.1990442,0
8s8c,100,0,235.125961,0
8s2d,0,100,-15.4783487,0
8s3d,0,100,-10.8738708,0
8s4d,0,100,-1.5542746,0
8s5d,100,0,2.6969719,0
8s6d,99.999994,0.00000596,13.4356475,0
8s7d,100,0,27.1990442,0
8s8d,100,0,235.125961,0
8s2h,0,100,-15.4783487,0
8s3h,0,100,-10.8738708,0
8s4h,0,100,-1.5542746,0
8s5h,100,0,2.6969719,0
8s6h,99.999994,0.00000596,13.4356475,0
8s7h,100,0,27.1990442,0
8s8h,100,0,235.125961,0
8s2s,100,0,3.6322212,0.0000048
8s3s,99.999994,0.00000596,7.0043087,0.0000048
8s4s,100,0,20.1307797,0.0000048
8s5s,100,0,25.3734231,0.0000048
8s6s,100,0,50.2055187,0.0000048
8s7s,100,0,81.7946434,0.0000048
9s2c,0,100,-8.2277679,0
9s3c,0,100,-5.7227278,0
9s4c,0,100,-3.6865044,0
9s5c,94.4932938,5.50670624,0.1127768,0
9s6c,100,0,12.6843858,0
9s7c,100,0,28.975234,0
9s8c,100,0,36.3129175,0
9s9c,100,0,283.99229,0
9s2d,0,100,-8.2277679,0
9s3d,0,100,-5.7227278,0
9s4d,0,100,-3.6865044,0
9s5d,94.4932938,5.50670624,0.1127768,0
9s6d,100,0,12.6843858,0
9s7d,100,0,28.975234,0
9s8d,100,0,36.3129175,0
9s9d,100,0,283.99229,0
9s2h,0,100,-8.2277679,0
9s3h,0,100,-5.7227278,0
9s4h,0,100,-3.6865044,0
9s5h,94.4932938,5.50670624,0.1127768,0
9s6h,100,0,12.6843858,0
9s7h,100,0,28.975234,0
9s8h,100,0,36.3129175,0
9s9h,100,0,283.99229,0
9s2s,100,0,8.8905048,0.0000048
9s3s,100,0,17.533915,0.0000048
9s4s,100,0,12.9721856,0.0000048
9s5s,100,0,24.9430752,0.0000048
9s6s,100,0,31.5664208,0.0000048
9s7s,100,0,64.9889183,0.0000048
9s8s,100,0,93.3234406,0.0000048
Ts2c,0,100,-5.0505924,0
Ts3c,0,100,-2.1456671,0
Ts4c,21.0858837,78.9141178,-0.0494719,0
Ts5c,98.8170683,1.18293166,0.594306,0
Ts6c,99.999994,0.00000596,11.8027735,0
Ts7c,100,0,23.3962512,0
Ts8c,100,0,33.8298595,0
Ts9c,100,0,44.7888827,0
TsTc,100,0,382.783241,0
Ts2d,0,100,-5.0505924,0
Ts3d,0,100,-2.1456671,0
Ts4d,21.0858837,78.9141178,-0.0494719,0
Ts5d,98.8170683,1.18293166,0.594306,0
Ts6d,99.999994,0.00000596,11.8027735,0
Ts7d,100,0,23.3962512,0
Ts8d,100,0,33.8298595,0
Ts9d,100,0,44.7888827,0
TsTd,100,0,382.783241,0
Ts2h,0,100,-5.0505924,0
Ts3h,0,100,-2.1456671,0
Ts4h,21.0858837,78.9141178,-0.0494719,0
Ts5h,98.8170683,1.18293166,0.594306,0
Ts6h,99.999994,0.00000596,11.8027735,0
Ts7h,100,0,23.3962512,0
Ts8h,100,0,33.8298595,0
Ts9h,100,0,44.7888827,0
TsTh,100,0,382.783241,0
Ts2s,100,0,15.4364562,0.0000048
Ts3s,100,0,18.9479041,0.0000048
Ts4s,100,0,21.2650132,0.0000048
Ts5s,100,0,24.5857501,0.0000048
Ts6s,100,0,41.5995169,0.0000048
Ts7s,100,0,55.9206891,0.0000048
Ts8s,100,0,95.3556585,0.0000048
Ts9s,100,0,104.240646,0.0000048
Js2c,0,100,-3.7485075,0
Js3c,0.37150399,99.6284962,-0.318656,0
Js4c,11.4860639,88.5139346,-0.0607634,0
Js5c,100,0,2.6877689,0
Js6c,100,0,6.9427204,0
Js7c,100,0,20.5190372,0
Js8c,100,0,31.952256,0
Js9c,100,0,48.3059064,0
JsTc,100,0,73.3754444,0
JsJc,100,0,488.269463,0
Js2d,0,100,-3.7485075,0
Js3d,0.37150399,99.6284962,-0.318656,0
Js4d,11.4860639,88.5139346,-0.0607634,0
Js5d,100,0,2.6877689,0
Js6d,100,0,6.9427204,0
Js7d,100,0,20.5190372,0
Js8d,100,0,31.952256,0
Js9d,100,0,48.3059064,0
JsTd,100,0,73.3754444,0
JsJd,100,0,488.269463,0
Js2h,0,100,-3.7485075,0
Js3h,0.37150399,99.6284962,-0.318656,0
Js4h,11.4860639,88.5139346,-0.0607634,0
Js5h,100,0,2.6877689,0
Js6h,100,0,6.9427204,0
Js7h,100,0,20.5190372,0
Js8h,100,0,31.952256,0
Js9h,100,0,48.3059064,0
JsTh,100,0,73.3754444,0
JsJh,100,0,488.269463,0
Js2s,100,0,20.4616356,0.0000048
Js3s,100,0,23.6317468,0.0000048
Js4s,100,0,33.4741592,0.0000048
Js5s,100,0,29.2851734,0.0000048
Js6s,100,0,31.2454796,0.0000048
Js7s,100,0,52.0715928,0.0000048
Js8s,100,0,77.1896887,0.0000048
Js9s,100,0,101.090593,0.0000048
JsTs,100,0,152.555208,0.0000048
Qs2c,12.1086821,87.8913164,-0.0786591,0
Qs3c,99.999994,0.00000596,1.5897751,0
Qs4c,100,0,5.5783033,0
Qs5c,100,0,9.8330021,0
Qs6c,100,0,15.0339007,0
Qs7c,100,0,18.8354254,0
Qs8c,100,0,32.896378,0
Qs9c,100,0,56.2942916,0
QsTc,100,0,71.4529276,0
QsJc,100,0,92.2445822,0
QsQc,100,0,615.208626,0
Qs2d,12.1086821,87.8913164,-0.0786591,0
Qs3d,99.999994,0.00000596,1.5897751,0
Qs4d,100,0,5.5783033,0
Qs5d,100,0,9.8330021,0
Qs6d,100,0,15.0339007,0
Qs7d,100,0,18.8354254,0
Qs8d,100,0,32.896378,0
Qs9d,100,0,56.2942916,0
QsTd,100,0,71.4529276,0
QsJd,100,0,92.2445822,0
QsQd,100,0,615.208626,0
Qs2h,12.1086821,87.8913164,-0.0786591,0
Qs3h,99.999994,0.00000596,1.5897751,0
Qs4h,100,0,5.5783033,0
Qs5h,100,0,9.8330021,0
Qs6h,100,0,15.0339007,0
Qs7h,100,0,18.8354254,0
Qs8h,100,0,32.896378,0
Qs9h,100,0,56.2942916,0
QsTh,100,0,71.4529276,0
QsJh,100,0,92.2445822,0
QsQh,100,0,615.208626,0
Qs2s,100,0,27.0188379,0.0000048
Qs3s,100,0,30.8124411,0.0000048
Qs4s,100,0,31.5589237,0.0000048
Qs5s,100,0,48.2169257,0.0000048
Qs6s,100,0,48.3783835,0.0000048
Qs7s,100,0,55.2222633,0.0000048
Qs8s,100,0,72.4615836,0.0000048
Qs9s,100,0,120.25754,0.0000048
QsTs,100,0,147.89835,0.0000048
QsJs,100,0,164.721956,0.0000048
Ks2c,100,0,9.2347574,0
Ks3c,99.999994,0.00000596,11.5338945,0
Ks4c,100,0,15.6758857,0
Ks5c,100,0,20.6822562,0
Ks6c,100,0,26.9053364,0
Ks7c,100,0,34.1876149,0
Ks8c,100,0,41.5479529,0
Ks9c,100,0,55.1921731,0
KsTc,100,0,101.163774,0
KsJc,100,0,111.513472,0
KsQc,100,0,135.866699,0
KsKc,100,0,783.069305,0
Ks2d,100,0,9.2347574,0
Ks3d,99.999994,0.00000596,11.5338945,0
Ks4d,100,0,15.6758857,0
Ks5d,100,0,20.6822562,0
Ks6d,100,0,26.9053364,0
Ks7d,100,0,34.1876149,0
Ks8d,100,0,41.5479529,0
Ks9d,100,0,55.1921731,0
KsTd,100,0,101.163774,0
KsJd,100,0,111.513472,0
KsQd,100,0,135.866699,0
KsKd,100,0,783.069305,0
Ks2h,100,0,9.2347574,0
Ks3h,99.999994,0.00000596,11.5338945,0
Ks4h,100,0,15.6758857,0
Ks5h,100,0,20.6822562,0
Ks6h,100,0,26.9053364,0
Ks7h,100,0,34.1876149,0
Ks8h,100,0,41.5479529,0
Ks9h,100,0,55.1921731,0
KsTh,100,0,101.163774,0
KsJh,100,0,111.513472,0
KsQh,100,0,135.866699,0
KsKh,100,0,783.069305,0
Ks2s,100,0,58.0079091,0.0000048
Ks3s,100,0,58.3625686,0.0000048
Ks4s,100,0,57.9023802,0.0000048
Ks5s,100,0,76.7812276,0.0000048
Ks6s,100,0,76.8670321,0.0000048
Ks7s,100,0,82.2467709,0.0000048
Ks8s,100,0,95.3733921,0.0000048
Ks9s,100,0,124.839664,0.0000048
KsTs,100,0,170.835466,0.0000048
KsJs,100,0,182.027235,0.0000048
KsQs,100,0,212.349358,0.0000048
As2c,100,0,30.6112719,0
As3c,100,0,34.7717214,0
As4c,100,0,43.3472258,0
As5c,100,0,43.297739,0
As6c,100,0,44.4116098,0
As7c,100,0,52.6742464,0
As8c,100,0,61.0257816,0
As9c,100,0,88.6548138,0
AsTc,100,0,121.189671,0
AsJc,100,0,150.950537,0
AsQc,100,0,211.046829,0
AsKc,100,0,292.33448,0
AsAc,100,0,949.772568,0
As2d,100,0,30.6112719,0
As3d,100,0,34.7717214,0
As4d,100,0,43.3472258,0
As5d,100,0,43.297739,0
As6d,100,0,44.4116098,0
As7d,100,0,52.6742464,0
As8d,100,0,61.0257816,0
As9d,100,0,88.6548138,0
AsTd,100,0,121.189671,0
AsJd,100,0,150.950537,0
AsQd,100,0,211.046829,0
AsKd,100,0,292.33448,0
AsAd,100,0,949.772568,0
As2h,100,0,30.6112719,0
As3h,100,0,34.7717214,0
As4h,100,0,43.3472258,0
As5h,100,0,43.297739,0
As6h,100,0,44.4116098,0
As7h,100,0,52.6742464,0
As8h,100,0,61.0257816,0
As9h,100,0,88.6548138,0
AsTh,100,0,121.189671,0
AsJh,100,0,150.950537,0
AsQh,100,0,211.046829,0
AsKh,100,0,292.33448,0
AsAh,100,0,949.772568,0
As2s,100,0,96.8466377,0.0000048
As3s,100,0,103.418431,0.0000048
As4s,100,0,115.712361,0.0000048
As5s,100,0,122.120481,0.0000048
As6s,100,0,101.515956,0.0000048
As7s,100,0,111.454372,0.0000048
As8s,100,0,138.963785,0.0000048
As9s,100,0,148.155994,0.0000048
AsTs,100,0,198.318415,0.0000048
AsJs,100,0,228.885117,0.0000048
AsQs,100,0,286.34161,0.0000048
AsKs,100,0,377.553444,0.0000048
